timestamp,speed_kmh,distance_m,soc_pct,battery_voltage_v,battery_temp_c,motor_rpm,motor_temp_c,power_kw,ambient_temp_c,load_kg,car_id,failure_type
2026-01-01 08:10:00,74.98,1613492.8973608306,32.8,365.98,28.4,5399.0,33.69,8.44,27.86,425.5,car_1,Normal
2026-01-01 08:20:00,71.75,1613492.8973608306,30.92,364.45,31.08,5194.0,35.85,8.69,30.03,459.5,car_1,Voltage_Sag
2026-01-01 08:30:00,85.81,1613492.8973608306,28.99,363.38,28.03,5838.0,33.27,4.51,29.4,228.8,car_1,Normal
2026-01-01 08:40:00,77.49,1613492.8973608306,27.99,364.96,29.69,5612.0,32.89,5.02,29.19,319.8,car_1,Normal
2026-01-01 08:50:00,78.16,1613492.8973608306,,363.35,30.09,5162.0,34.72,8.17,30.55,323.9,car_1,Normal
2026-01-01 09:00:00,-10.888985483300639,1613492.8973608306,25.06,360.57,31.54,6681.0,40.31,6.81,31.05,334.5,car_1,Normal
2026-01-01 09:10:00,97.13,1613492.8973608306,23.54,361.38,30.25,6826.0,40.45,,31.03,198.8,car_1,Normal
2026-01-01 09:20:00,96.77,1613492.8973608306,22.02,359.06,30.46,6686.0,39.71,7.08,29.34,405.2,car_1,Normal
2026-01-01 09:30:00,99.65,1613492.8973608306,20.45,358.32,,6895.0,39.87,7.03,29.94,244.5,car_1,Normal
2026-01-01 09:40:00,101.01,1613492.8973608306,18.88,358.57,32.53,6995.0,40.43,8.14,30.66,283.8,car_1,Normal
2026-01-01 09:50:00,74.35,1613492.8973608306,17.07,358.68,31.68,5180.0,34.61,3.75,31.38,250.2,car_1,Normal
2026-01-01 10:00:00,95.27,1613492.8973608306,16.24,355.6,30.79,6907.0,41.84,7.22,30.0,238.8,car_1,Normal
2026-01-01 10:10:00,87.71,1613492.8973608306,14.64,355.78,31.09,6238.0,39.99,7.24,30.36,272.3,car_1,Normal
2026-01-01 10:20:00,86.23,1613492.8973608306,13.03,356.66,,6208.0,38.12,,29.52,155.1,car_1,Normal
2026-01-01 10:30:00,96.94,1613492.8973608306,11.85,353.95,28.13,6747.0,37.64,4.45,29.5,92.3,car_1,Normal
2026-01-01 10:40:00,78.86,1613492.8973608306,10.86,354.43,30.79,5548.0,35.44,5.82,31.58,232.9,car_1,Normal
2026-01-01 10:50:00,78.92,1613492.8973608306,100.0,398.66,31.98,5396.0,33.7,5.29,32.19,179.6,car_1,Normal
2026-01-01 11:00:00,98.22,1613492.8973608306,98.82,399.66,33.03,6842.0,41.24,10.16,30.83,293.8,car_1,Normal
2026-01-01 11:10:00,97.26,1613492.8973608306,96.57,397.57,32.76,6742.0,42.13,7.56,31.97,284.7,car_1,Normal
2026-01-01 11:20:00,94.64,1613492.8973608306,94.89,396.11,2.049837367622475,6684.0,39.01,6.69,31.4,251.1,car_1,Normal
2026-01-01 11:30:00,86.69,1613492.8973608306,93.4,394.83,31.37,5984.0,37.94,7.87,30.45,368.5,car_1,Normal
2026-01-01 11:40:00,99.85,1613492.8973608306,91.65,396.9,31.48,6889.0,42.54,,31.53,249.5,car_1,Normal
2026-01-01 11:50:00,99.5,1613492.8973608306,89.87,393.83,33.27,7013.0,42.52,6.77,32.77,133.3,car_1,Normal
2026-01-01 12:00:00,94.89,1613492.8973608306,88.37,392.93,31.01,6636.0,41.22,,31.25,232.1,car_1,Normal
2026-01-01 12:10:00,84.92,1613492.8973608306,86.68,392.81,34.17,5860.0,40.22,8.41,32.92,343.7,car_1,Normal
2026-01-01 12:20:00,91.06,1613492.8973608306,84.81,392.09,28.25,6272.0,33.92,3.79,28.79,99.3,car_1,Normal
2026-01-01 12:30:00,101.27,1613492.8973608306,83.97,389.55,32.63,7005.0,42.91,8.11,32.29,242.5,car_1,Normal
2026-01-01 12:40:00,105.28,1613492.8973608306,82.17,389.86,31.27,7468.0,44.96,8.45,31.62,296.0,car_1,Normal
2026-01-01 12:50:00,92.14,1613492.8973608306,80.29,388.04,32.82,6500.0,,8.48,31.29,462.2,car_1,Normal
2026-01-01 13:00:00,92.83,1613492.8973608306,78.4,387.61,32.35,6407.0,37.59,8.24,31.74,346.7,car_1,Normal
2026-01-01 13:10:00,93.59,1613492.8973608306,76.57,388.53,29.69,6465.0,38.43,,29.71,,car_1,Normal
2026-01-01 13:20:00,97.13,1613492.8973608306,74.98,387.62,31.96,6661.0,40.23,7.75,31.54,291.7,car_1,Normal
2026-01-01 13:30:00,90.32,1613492.8973608306,73.26,386.19,30.75,6275.0,37.63,5.71,32.17,98.2,car_1,Normal
2026-01-01 13:40:00,71.84,1613492.8973608306,71.99,383.56,32.58,5043.0,33.34,3.24,33.34,166.0,car_1,Normal
2026-01-01 13:50:00,104.54,1613492.8973608306,71.27,384.79,31.72,7212.0,42.0,8.56,31.39,302.1,car_1,Normal
2026-01-01 14:00:00,109.35,1613492.8973608306,69.37,383.08,31.84,7917.0,45.87,8.88,31.15,262.9,car_1,Critical_Overheating
2026-01-01 14:10:00,90.08,1613492.8973608306,67.4,383.66,31.89,6381.0,41.47,7.53,31.51,273.1,car_1,Normal
2026-01-01 14:20:00,86.42,1613492.8973608306,65.73,381.27,31.26,6046.0,40.28,5.98,32.97,252.7,car_1,Normal
2026-01-01 14:30:00,93.82,1613492.8973608306,64.4,380.34,30.54,6578.0,41.24,6.15,32.43,249.6,car_1,Normal
2026-01-01 14:40:00,93.36,1613492.8973608306,63.03,380.85,,6369.0,39.4,7.47,31.62,258.2,car_1,Normal
2026-01-01 14:50:00,102.76,1613492.8973608306,61.37,380.87,32.37,7050.0,44.06,7.76,32.71,165.5,car_1,Mechanical_Stress
2026-01-01 15:00:00,95.16,1613492.8973608306,59.65,379.86,32.73,6820.0,,8.65,32.34,231.7,car_1,Normal
2026-01-01 15:10:00,88.29,1613492.8973608306,57.73,379.13,31.87,6377.0,42.41,6.84,33.25,150.5,car_1,Normal
2026-01-01 15:20:00,83.99,1613492.8973608306,56.21,378.38,30.47,5613.0,35.8,6.82,31.62,200.4,car_1,Normal
2026-01-01 15:30:00,101.35,1613492.8973608306,54.69,377.95,31.59,7151.0,,5.47,32.03,345.7,car_1,Mechanical_Stress
2026-01-01 15:40:00,99.09,1613492.8973608306,53.48,375.89,30.93,7102.0,44.7,6.57,32.01,235.5,car_1,Mechanical_Stress
2026-01-01 15:50:00,102.64,1613492.8973608306,52.01,374.53,30.96,,44.07,13.500687947409748,30.97,297.7,car_1,Mechanical_Stress
2026-01-01 16:00:00,86.26,1613492.8973608306,50.13,373.21,33.39,6221.0,39.82,6.09,32.77,259.2,car_1,Normal
2026-01-01 16:10:00,108.55,1613492.8973608306,48.78,374.55,32.87,7691.0,45.35,6.5,32.77,219.2,car_1,Mechanical_Stress
2026-01-01 16:20:00,79.72,1613492.8973608306,47.33,372.46,30.35,5635.0,35.9,,32.55,169.3,car_1,Normal
2026-01-01 16:30:00,99.16,1613492.8973608306,46.35,371.24,33.23,6912.0,42.92,9.26,,218.0,car_1,Mechanical_Stress
2026-01-01 00:00:00,0.0,0.0,100.0,400.0,25.0,0.0,25.0,,17.76,355.1,car_10,Normal
2026-01-01 00:10:00,23.5,4550.06,98.69,399.43,22.8,,,3.2,17.03,165.6,car_10,Normal
2026-01-01 00:20:00,33.95,8466.84,97.98,398.44,22.56,2172.0,22.85,0.87,17.49,186.3,car_10,Normal
2026-01-01 00:30:00,16.4,14124.45,97.79,399.08,25.01,1138.0,21.07,2.37,18.77,299.4,car_10,Normal
2026-01-01 00:40:00,29.43,16858.6,97.26,397.15,25.98,2040.0,24.14,4.34,17.72,313.6,car_10,Normal
2026-01-01 00:50:00,20.61,21763.02,96.3,394.58,25.21,1637.0,22.47,3.92,17.61,358.8,car_10,Normal
2026-01-01 01:00:00,27.48,25197.5,95.43,396.45,23.46,1959.0,24.52,4.1,16.24,287.8,car_10,Normal
2026-01-01 01:10:00,26.13,29778.07,94.51,395.26,26.44,1896.0,23.83,1.17,18.39,278.0,car_10,Normal
2026-01-01 01:20:00,23.45,34132.31,94.25,396.36,26.39,1592.0,22.82,5.52,18.33,333.9,car_10,Normal
2026-01-01 01:30:00,29.18,38040.13,93.03,397.17,28.77,1971.0,25.52,2.8,,140.4,car_10,Normal
2026-01-01 01:40:00,25.62,42903.96,,395.72,24.4,1693.0,,4.54,17.46,179.6,car_10,Normal
2026-01-01 01:50:00,24.13,47174.21,91.4,394.66,24.68,1538.0,22.58,2.71,18.03,147.1,car_10,Normal
2026-01-01 02:00:00,22.28,51196.51,90.79,395.73,,1647.0,22.68,1.71,18.1,35.1,car_10,Normal
2026-01-01 02:10:00,25.7,54910.07,90.41,396.12,26.39,1836.0,25.27,3.22,19.47,317.4,car_10,Normal
2026-01-01 02:20:00,26.82,59193.79,89.7,394.51,24.63,2055.0,26.23,,17.85,364.4,car_10,Normal
2026-01-01 02:30:00,17.1,63663.63,88.91,393.03,27.84,1263.0,21.45,3.96,18.27,294.5,car_10,Normal
2026-01-01 02:40:00,22.21,66514.16,88.03,393.36,25.53,1584.0,24.33,3.92,18.65,280.4,car_10,Normal
2026-01-01 02:50:00,16.56,70215.27,87.16,392.96,25.38,921.0,19.14,1.43,18.28,256.8,car_10,Normal
2026-01-01 03:00:00,24.69,72975.17,86.85,392.45,25.1,1958.0,26.16,4.91,17.7,254.4,car_10,Normal
2026-01-01 03:10:00,20.3,77090.68,,393.39,26.33,1425.0,22.02,4.93,18.39,385.6,car_10,Normal
2026-01-01 03:20:00,31.24,80473.43,84.66,392.39,26.94,1937.0,,4.69,19.32,373.9,car_10,Normal
2026-01-01 03:30:00,30.5,85679.64,83.62,389.87,,2162.0,26.36,2.51,17.28,203.2,car_10,Normal
2026-01-01 03:40:00,17.8,90763.14,83.06,389.49,26.02,1149.0,22.2,,18.49,338.7,car_10,Normal
2026-01-01 03:50:00,25.23,93729.44,81.91,389.64,23.44,1665.0,,,17.71,348.4,car_10,Normal
2026-01-01 04:00:00,30.45,97935.16,,,27.79,2163.0,28.08,4.83,19.67,302.0,car_10,Normal
2026-01-01 04:10:00,24.03,103009.52,79.96,388.73,22.55,1612.0,23.94,3.81,17.01,281.0,car_10,Normal
2026-01-01 04:20:00,19.72,107015.06,79.12,388.78,26.0,1504.0,23.21,3.13,18.03,278.3,car_10,Normal
2026-01-01 04:30:00,16.93,110301.7,78.42,388.25,25.38,1171.0,21.6,0.6,19.03,131.4,car_10,Normal
2026-01-01 04:40:00,32.64,113123.13,78.29,388.54,27.77,2333.0,27.89,4.44,20.28,124.3,car_10,Normal
2026-01-01 04:50:00,33.17,118562.5,77.3,387.54,25.71,2390.0,27.75,3.58,18.71,312.7,car_10,Normal
2026-01-01 05:00:00,24.44,124090.89,76.51,386.08,25.68,,22.78,1.81,,162.0,car_10,Normal
2026-01-01 05:10:00,32.41,128164.83,76.1,386.31,29.19,,28.59,4.62,20.78,138.9,car_10,Normal
2026-01-01 05:20:00,2.74,133566.0,75.08,385.7,,,14.44,0.85,17.52,84.0,car_10,Normal
2026-01-01 05:30:00,37.28,134022.47,74.89,385.87,22.21,2789.0,26.82,4.37,16.84,,car_10,Normal
2026-01-01 05:40:00,25.61,140235.05,73.92,386.59,27.8,1894.0,25.71,5.9,19.54,279.9,car_10,Normal
2026-01-01 05:50:00,28.21,144502.7,72.61,385.13,,1892.0,25.57,6.06,18.67,286.4,car_10,Normal
2026-01-01 06:00:00,24.75,149205.01,71.26,383.92,24.77,1599.0,23.4,3.76,18.22,318.0,car_10,Normal
2026-01-01 06:10:00,38.72,153329.24,70.43,384.34,27.77,2615.0,31.47,5.5,20.02,218.7,car_10,Normal
2026-01-01 06:20:00,19.32,159782.01,69.2,384.11,25.12,1404.0,21.59,1.63,19.63,258.6,car_10,Normal
2026-01-01 06:30:00,39.86,163001.71,68.84,383.9,26.08,2658.0,28.24,3.06,18.89,317.7,car_10,Normal
2026-01-01 06:40:00,31.51,169645.73,68.16,,24.88,2128.0,26.55,4.5,18.25,287.1,car_10,Normal
2026-01-01 06:50:00,33.61,174898.14,67.16,382.21,27.33,2192.0,27.43,3.61,20.47,203.2,car_10,Normal
2026-01-01 07:00:00,26.3,180500.24,66.36,382.77,28.12,1953.0,26.94,4.83,20.33,274.0,car_10,Normal
2026-01-01 07:10:00,18.77,184882.89,65.28,382.93,25.75,1394.0,25.12,2.5,19.65,91.3,car_10,Normal
2026-01-01 07:20:00,37.0,188011.72,64.73,383.15,28.84,2696.0,31.04,5.18,21.67,250.0,car_10,Normal
2026-01-01 07:30:00,32.38,194178.89,63.58,380.76,26.4,2210.0,29.2,5.55,18.83,200.5,car_10,Normal
2026-01-01 07:40:00,41.12,199575.75,62.34,378.59,27.24,,,8.13,18.46,371.5,car_10,Normal
2026-01-01 07:50:00,29.03,206429.85,60.54,379.18,,1932.0,28.07,4.22,19.37,171.8,car_10,Normal
2026-01-01 08:00:00,27.59,211268.79,59.6,379.38,,1770.0,26.97,3.95,20.09,259.3,car_10,Normal
2026-01-01 08:10:00,42.42,215867.58,58.72,381.22,28.18,2807.0,28.84,4.03,20.46,215.7,car_10,Normal
2026-01-01 08:20:00,47.0,222938.3,57.83,376.75,27.76,3426.0,33.69,4.39,20.06,205.3,car_10,Normal
2026-01-01 08:30:00,32.17,230771.3,56.85,377.59,27.98,2222.0,27.58,3.72,20.74,280.2,car_10,Normal
2026-01-01 08:40:00,26.48,236133.11,56.03,376.55,27.24,1888.0,26.25,4.6,19.21,216.5,car_10,Normal
2026-01-01 08:50:00,39.4,240545.99,55.0,377.64,31.48,2890.0,35.03,7.2,21.99,398.2,car_10,Normal
2026-01-01 09:00:00,31.3,247112.08,53.4,375.3,26.94,2069.0,27.12,1.72,20.55,92.0,car_10,Normal
2026-01-01 09:10:00,153.52336955491234,252329.2,53.02,374.2,29.76,2773.0,32.34,4.73,21.83,300.5,car_10,Normal
2026-01-01 09:20:00,32.13,258756.04,51.97,373.15,27.09,2075.0,,1.92,21.15,243.2,car_10,Normal
2026-01-01 09:30:00,47.17,264111.73,51.54,375.25,28.44,,36.38,4.71,21.35,246.0,car_10,Normal
2026-01-01 09:40:00,29.52,271973.57,50.5,374.55,27.94,2195.0,30.72,4.26,21.54,274.2,car_10,Normal
2026-01-01 09:50:00,39.43,276893.99,49.55,374.52,28.37,2623.0,28.9,3.94,21.51,329.8,car_10,Normal
2026-01-01 10:00:00,32.15,283465.84,48.67,373.69,29.03,2350.0,31.56,3.69,21.79,271.2,car_10,Normal
2026-01-01 10:10:00,34.3,288824.9,,373.45,29.56,2428.0,31.25,,22.57,330.1,car_10,Normal
2026-01-01 10:20:00,33.75,294541.15,47.05,373.21,27.88,2308.0,29.33,2.34,21.52,253.7,car_10,Normal
2026-01-01 10:30:00,43.45,300165.65,46.53,371.65,29.63,2898.0,33.84,5.62,22.13,167.3,car_10,Normal
2026-01-01 10:40:00,45.4,307408.04,,371.86,28.02,3207.0,33.88,2.81,21.42,242.9,car_10,Normal
2026-01-01 10:50:00,43.04,314975.12,44.65,372.05,30.67,3072.0,33.65,5.71,23.04,342.2,car_10,Normal
2026-01-01 11:00:00,38.24,322147.68,43.38,369.96,29.83,2638.0,31.01,5.25,21.01,217.1,car_10,Normal
2026-01-01 11:10:00,,328520.18,42.22,368.57,31.16,2735.0,34.87,5.38,23.58,163.4,car_10,Normal
2026-01-01 11:20:00,47.35,335312.38,41.02,370.08,28.17,3406.0,35.4,4.09,21.83,299.6,car_10,Normal
2026-01-01 11:30:00,,343204.66,40.11,369.09,30.09,3513.0,36.97,6.71,20.54,276.9,car_10,Normal
2026-01-01 11:40:00,19.75,351230.25,38.62,369.87,28.95,1497.0,27.15,,22.19,188.3,car_10,Normal
2026-01-01 11:50:00,39.66,354522.06,,368.85,28.81,2967.0,32.92,4.98,21.47,231.4,car_10,Normal
2026-01-01 12:00:00,40.61,361131.39,36.83,367.32,,2764.0,33.22,6.5,23.09,235.5,car_10,Normal
2026-01-01 12:10:00,48.33,367899.2,100.0,410.67,28.78,3213.0,33.76,5.65,21.69,250.5,car_10,Normal
2026-01-01 12:20:00,43.02,375953.91,100.0,412.74,30.41,3061.0,32.58,4.05,21.99,301.7,car_10,Normal
2026-01-01 12:30:00,49.89,383123.84,100.0,411.72,26.42,3444.0,32.88,2.2,20.64,217.6,car_10,Normal
2026-01-01 12:40:00,36.1,391439.25,100.0,411.98,29.27,2646.0,31.88,5.63,22.18,305.9,car_10,Normal
2026-01-01 12:50:00,47.41,397456.02,100.0,411.03,28.24,3194.0,31.81,4.93,20.3,207.3,car_10,Normal
2026-01-01 13:00:00,53.13,405357.14,100.0,408.3,27.66,3603.0,,5.54,21.24,383.3,car_10,Normal
2026-01-01 13:10:00,34.74,414212.05,100.0,409.37,32.25,2440.0,32.92,5.81,23.68,385.0,car_10,Normal
2026-01-01 13:20:00,67.25,420001.93,100.0,409.22,31.26,4729.0,38.97,3.55,23.8,181.5,car_10,Normal
2026-01-01 13:30:00,57.29,431211.07,100.0,407.98,30.84,4091.0,,,23.54,152.0,car_10,Normal
2026-01-01 13:40:00,48.39,440759.19,100.0,407.01,,3376.0,34.7,4.09,22.24,328.3,car_10,Normal
2026-01-01 13:50:00,42.38,448824.64,100.0,406.41,32.44,2736.0,,6.28,23.26,270.6,car_10,Normal
2026-01-01 14:00:00,48.23,455887.8,100.0,405.42,32.53,3791.0,38.75,7.87,23.4,294.1,car_10,Normal
2026-01-01 14:10:00,50.94,463926.78,100.0,405.2,30.49,3570.0,37.96,4.87,22.35,197.6,car_10,Normal
2026-01-01 14:20:00,54.43,472416.27,100.0,403.51,33.22,,40.87,5.58,25.11,239.4,car_10,Normal
2026-01-01 14:30:00,,481487.48,100.0,402.32,32.29,4433.0,42.0,6.11,24.58,222.4,car_10,Normal
2026-01-01 14:40:00,48.37,492078.46,100.0,402.92,31.15,3260.0,37.71,5.49,23.58,274.3,car_10,Normal
2026-01-01 14:50:00,57.33,500140.71,100.0,,30.9,3975.0,37.96,3.05,23.93,150.3,car_10,Normal
2026-01-01 15:00:00,43.13,509695.45,100.0,404.75,32.64,3151.0,36.69,6.27,24.21,242.1,car_10,Normal
2026-01-01 15:10:00,50.81,516884.5,100.0,403.18,,3631.0,33.39,4.58,22.06,149.5,car_10,Normal
2026-01-01 15:20:00,57.79,525353.54,100.0,401.11,32.08,4082.0,39.56,5.65,23.95,208.8,car_10,Normal
2026-01-01 15:30:00,60.96,534984.91,,,31.49,4260.0,41.44,6.68,23.62,242.2,car_10,Normal
2026-01-01 15:40:00,50.06,545144.54,100.0,400.99,31.62,3519.0,39.4,6.57,23.4,290.6,car_10,Normal
2026-01-01 15:50:00,53.21,553487.33,99.98,399.2,32.51,3707.0,38.93,7.11,24.22,297.2,car_10,Normal
2026-01-01 16:00:00,69.08,562356.09,98.4,398.23,34.93,4979.0,46.0,7.11,26.4,310.9,car_10,Critical_Overheating
2026-01-01 16:10:00,67.35,573869.56,96.82,397.38,32.64,4824.0,43.62,3.65,25.34,131.4,car_10,Normal
2026-01-01 16:20:00,,585094.55,96.01,397.08,32.42,4114.0,,7.03,24.23,351.1,car_10,Normal
2026-01-01 16:30:00,41.48,595158.12,94.45,395.33,31.96,2726.0,35.43,4.03,25.48,198.4,car_10,Normal
2026-01-01 00:00:00,0.0,0.0,100.0,400.0,25.0,0.0,25.0,0.0,18.34,255.9,car_100,Normal
2026-01-01 00:10:00,23.56,4364.13,99.4,399.54,25.09,1625.0,22.14,2.84,17.81,163.6,car_100,Normal
2026-01-01 00:20:00,,8291.13,98.77,398.86,24.54,2581.0,26.13,3.83,16.36,271.8,car_100,Normal
2026-01-01 00:30:00,25.46,14423.04,97.92,399.94,26.32,1870.0,25.58,3.58,17.47,219.9,car_100,Normal
2026-01-01 00:40:00,12.97,18666.13,,398.06,25.71,,21.47,1.69,18.51,,car_100,Normal
2026-01-01 00:50:00,20.71,20827.59,96.74,397.69,25.16,1115.0,20.39,1.96,16.32,257.3,car_100,Normal
2026-01-01 01:00:00,13.01,24279.09,,396.9,26.85,796.0,22.47,2.4,18.25,237.2,car_100,Normal
2026-01-01 01:10:00,23.69,26448.11,95.77,396.87,28.04,1675.0,24.48,3.45,19.98,363.3,car_100,Normal
2026-01-01 01:20:00,,30397.27,95.01,395.89,28.04,2297.0,29.91,7.3,18.76,211.4,car_100,Normal
2026-01-01 01:30:00,20.08,35529.73,93.38,397.14,27.57,1442.0,24.72,3.72,19.15,249.7,car_100,Normal
2026-01-01 01:40:00,22.01,38876.97,92.56,396.01,27.28,1660.0,24.05,5.53,18.0,410.8,car_100,Normal
2026-01-01 01:50:00,22.97,42545.68,91.33,394.74,26.63,1627.0,23.93,2.55,18.79,271.3,car_100,Normal
2026-01-01 02:00:00,26.23,46373.68,90.76,394.42,25.56,1863.0,24.57,3.88,17.15,340.0,car_100,Normal
2026-01-01 02:10:00,29.19,50746.03,89.9,395.47,12.06260978198781,2014.0,25.9,4.56,18.71,370.3,car_100,Normal
2026-01-01 02:20:00,31.49,55611.22,88.89,,27.23,2330.0,29.33,5.01,18.62,205.9,car_100,Normal
2026-01-01 02:30:00,43.05,60859.11,100.0,437.59,27.22,3211.0,30.99,3.68,18.3,322.7,car_100,Normal
2026-01-01 02:40:00,25.99,68034.56,100.0,436.51,27.1,1703.0,25.83,3.12,19.38,223.4,car_100,Normal
2026-01-01 02:50:00,30.89,72365.91,100.0,437.39,26.01,2189.0,,6.21,17.58,413.2,car_100,Normal
2026-01-01 03:00:00,12.32,77514.35,100.0,437.19,24.97,719.0,19.67,1.5,17.98,365.5,car_100,Normal
2026-01-01 03:10:00,22.02,79567.74,100.0,435.04,25.71,1742.0,23.52,2.2,18.31,309.5,car_100,Normal
